DO_ID	SNOMEDCT_ID
DOID:10024	155047002
DOID:10024	4473006
DOID:11335	154425004
DOID:11335	31541009
DOID:13996	449074003
DOID:10022	126858004
DOID:11336	72409005
DOID:12667	193658001
DOID:12667	83275001
DOID:13999	10813004
DOID:13999	193872007
DOID:10021	154555009
DOID:10021	254570009
DOID:10021	269615000
DOID:10021	363403002
DOID:11337	52542005
DOID:12668	79195003
DOID:10020	363417006
DOID:10020	93668007
DOID:11338	154312006
DOID:11338	276202003
DOID:11338	76902006
DOID:11339	155557008
DOID:11339	415125002
DOID:11339	57541005
DOID:11339	88860002
DOID:5550	254870004
DOID:5556	713646001
DOID:4226	699356008
DOID:4226	70555003
DOID:5557	713577007
DOID:6888	300988009
DOID:5551	147371000119101
DOID:4223	156323008
DOID:4223	200719000
DOID:4223	267838007
DOID:4223	70759006
DOID:10017	190566000
DOID:10017	30664006
DOID:5559	126725000
DOID:5559	187889002
DOID:5559	190097009
DOID:5559	363494000
DOID:5559	93891008
DOID:5559	94147001
DOID:10016	61530001
DOID:11342	111522004
DOID:11342	155159000
DOID:11342	231924000
DOID:11343	33064008
DOID:734	154544009
DOID:734	363459007
DOID:734	94123008
DOID:732	197945001
DOID:732	198551002
DOID:732	4985009
DOID:731	126879004
DOID:731	254913005
DOID:730	126883004
DOID:5500	253067007
DOID:5500	253068002
DOID:5500	57706008
DOID:5501	243682006
DOID:5501	271544006
DOID:5501	81000006
DOID:5502	154417001
DOID:5502	187207005
DOID:5502	187212006
DOID:5502	187545007
DOID:5502	20848007
DOID:5502	266223008
DOID:5502	414618002
DOID:5502	74949007
DOID:5503	254949006
DOID:5508	107561000119107
DOID:5504	397378002
DOID:5504	57706008
DOID:5505	112686007
DOID:5505	128839002
DOID:6837	703654008
DOID:9095	189217007
DOID:9095	308860001
DOID:9095	92585006
DOID:746	189835008
DOID:746	2348006
DOID:746	41183007
DOID:745	449052009
DOID:743	123093003
DOID:743	156430003
DOID:743	201263000
DOID:743	201265007
DOID:743	238685008
DOID:743	247473009
DOID:743	270885004
DOID:743	402410006
DOID:743	402601007
DOID:743	7632005
DOID:9091	415238003
DOID:9098	201213005
DOID:9098	201230007
DOID:9098	201401002
DOID:9097	200762004
DOID:9097	200768000
DOID:9097	54792008
DOID:6823	189814006
DOID:6823	53618008
DOID:750	13200003
DOID:750	155701001
DOID:750	155710009
DOID:750	196681007
DOID:750	196697002
DOID:750	196704007
DOID:750	196705008
DOID:750	266437002
DOID:750	266501005
DOID:713	277568007
DOID:713	54087003
DOID:718	154803002
DOID:718	191209000
DOID:718	191215000
DOID:718	25121006
DOID:718	413603009
DOID:5522	128634009
DOID:5524	15176003
DOID:5524	403901001
DOID:5524	85956000
DOID:5525	255084004
DOID:5521	18048008
DOID:5521	189568009
DOID:724	156028007
DOID:724	198408003
DOID:724	266668007
DOID:724	60241006
DOID:720	300980002
DOID:728	70558001
DOID:727	123076003
DOID:727	156026006
DOID:727	198407008
DOID:727	82639001
DOID:5511	254874008
DOID:5513	25188002
DOID:5517	154446008
DOID:5517	255080008
DOID:5517	372143007
DOID:5518	403468003
DOID:778	192330005
DOID:778	48500005
DOID:9060	154395007
DOID:9060	56454009
DOID:10095	192738001
DOID:10095	192746000
DOID:10095	27614006
DOID:774	232075002
DOID:9065	154377009
DOID:9065	186811002
DOID:9065	187511000
DOID:9065	266206004
DOID:9065	80612004
DOID:9063	200946001
DOID:9063	367537006
DOID:9063	87758007
DOID:784	155856009
DOID:784	197654000
DOID:784	197655004
DOID:784	197755007
DOID:784	46177005
DOID:784	90688005
DOID:782	129128006
DOID:782	155865002
DOID:782	197785002
DOID:782	266618004
DOID:780	125586008
DOID:780	156069003
DOID:780	156097009
DOID:780	156123001
DOID:780	156131006
DOID:780	172422001
DOID:780	173300003
DOID:780	198881004
DOID:780	199152008
DOID:780	23288008
DOID:780	267293009
DOID:780	267311008
DOID:780	267314000
DOID:780	90821003
DOID:10087	276812001
DOID:786	195863001
DOID:786	60600009
DOID:10081	192699001
DOID:10081	192700000
DOID:10081	26135000
DOID:10080	187152002
DOID:10080	31659000
DOID:9053	269650008
DOID:9053	92546004
DOID:790	193280007
DOID:790	193283009
DOID:790	19721008
DOID:790	23670006
DOID:758	157025003
DOID:758	157033002
DOID:758	205765000
DOID:758	205770007
DOID:758	254257004
DOID:758	268359006
DOID:758	27317008
DOID:758	43876007
DOID:754	186237005
DOID:754	32268008
DOID:9080	109981009
DOID:9080	154750002
DOID:9080	190014001
DOID:9080	190817009
DOID:9080	190818004
DOID:9080	190821002
DOID:9080	267503004
DOID:9080	35562000
DOID:752	155703003
DOID:752	196700003
DOID:752	266502003
DOID:752	88169003
DOID:9087	189233005
DOID:9087	20365006
DOID:9087	401311008
DOID:9087	92537005
DOID:9088	156371008
DOID:9088	200979001
DOID:9088	200980003
DOID:9088	200991005
DOID:9088	238592008
DOID:9088	267851002
DOID:9088	88233000
DOID:9072	58961005
DOID:769	189931003
DOID:769	269507008
DOID:769	432328008
DOID:769	87364003
DOID:768	134191003
DOID:768	154553002
DOID:768	189934006
DOID:768	189935007
DOID:768	19906005
DOID:768	269614001
DOID:768	370967009
DOID:767	155014006
DOID:767	156721007
DOID:767	203036002
DOID:767	249827008
DOID:767	267693003
DOID:767	268104000
DOID:767	88092000
DOID:9076	79291003
DOID:9074	156450004
DOID:9074	201435004
DOID:9074	201439005
DOID:9074	55464009
DOID:9146	186803007
DOID:9146	48115004
DOID:9140	55846006
DOID:9149	363387004
DOID:9149	93822006
DOID:9132	189241005
DOID:9132	189247009
DOID:9132	271525004
DOID:9138	189223002
DOID:9138	92756002
DOID:9169	36070007
DOID:9164	155672003
DOID:9164	17460002
DOID:9164	45564002
DOID:9165	156384004
DOID:9165	27720003
DOID:9165	402736003
DOID:9155	186810001
DOID:9155	39625001
DOID:9155	403135004
DOID:9153	72294005
DOID:9159	186407003
DOID:9159	186413007
DOID:9159	276198000
DOID:9159	80466000
DOID:9108	189342001
DOID:9108	269492005
DOID:701	109492001
DOID:701	45742009
DOID:700	240096000
DOID:709	93151007
DOID:707	109979007
DOID:707	1929004
DOID:707	413616009
DOID:705	194045006
DOID:705	230510002
DOID:705	58610003
DOID:9125	363384006
DOID:9125	93873003
DOID:9123	186535001
DOID:9123	186544000
DOID:9123	38875006
DOID:9123	52464003
DOID:9120	154769007
DOID:9120	17602002
DOID:9120	190931005
DOID:9113	186947000
DOID:9113	28867007
DOID:9111	240637006
DOID:9119	154591002
DOID:9119	17788007
DOID:9119	277600006
DOID:9119	413443009
DOID:9119	91861009
DOID:13964	193591001
DOID:13964	22315007
DOID:13964	247065006
DOID:13964	264443002
DOID:13964	267626000
DOID:11302	187115002
DOID:11302	238534006
DOID:11302	86711009
DOID:13963	193589009
DOID:13963	46129005
DOID:12638	48644003
DOID:12639	367403001
DOID:12641	47028006
DOID:12642	155748004
DOID:12642	196901006
DOID:12642	196910003
DOID:12642	196914007
DOID:12642	236053002
DOID:12642	266511003
DOID:12642	309811003
DOID:12642	3662000
DOID:12642	84089009
DOID:13972	188155002
DOID:11312	28189009
DOID:13976	155673008
DOID:13976	196600005
DOID:13976	266498005
DOID:13976	54856001
DOID:13976	57643001
DOID:11316	187058000
DOID:11320	23097003
DOID:13942	45377007
DOID:13941	111541001
DOID:13941	232285008
DOID:13941	267763004
DOID:13943	111806005
DOID:13945	390723008
DOID:13945	390936003
DOID:13948	155887006
DOID:13948	197859007
DOID:13948	25220001
DOID:13948	399072004
DOID:13948	416991005
DOID:13949	111409009
DOID:13949	197834003
DOID:13955	93616000
DOID:13922	235599003
DOID:13921	235601001
DOID:13924	154391003
DOID:13924	171847006
DOID:13924	172697005
DOID:13924	173599005
DOID:13924	186960006
DOID:13924	186961005
DOID:13924	186962003
DOID:13924	186963008
DOID:13924	186964002
DOID:13924	240675006
DOID:13924	266145002
DOID:13924	266146001
DOID:13924	266213004
DOID:13924	278519005
DOID:13924	30896000
DOID:13924	399050001
DOID:13924	707792000
DOID:13929	246865000
DOID:13929	416920000
DOID:13929	95769009
DOID:4290	254728002
DOID:4290	402524007
DOID:4291	254703005
DOID:4291	43369006
DOID:4292	134152008
DOID:4292	302821007
DOID:4292	403913006
DOID:4292	56665009
DOID:4297	111323005
DOID:4297	204458000
DOID:4297	39905002
DOID:12603	154599000
DOID:12603	188763007
DOID:12603	24072005
DOID:12603	91855006
DOID:13934	155070005
DOID:13934	267703001
DOID:13934	280816001
DOID:13934	46382007
DOID:13934	79359001
DOID:13934	90039006
DOID:13938	14302001
DOID:13938	156034000
DOID:13938	156037007
DOID:13938	198414005
DOID:4284	255084004
DOID:4280	128636006
DOID:4280	403910009
DOID:13902	266218008
DOID:13902	35586003
DOID:13902	402135006
DOID:13909	246674000
DOID:13909	77479002
DOID:13911	56852002
DOID:13910	51445007
DOID:13913	4062006
DOID:13912	71676008
DOID:13919	47099006
DOID:13918	154892001
DOID:13918	191743005
DOID:13918	192431008
DOID:13918	397795007
DOID:13918	397826007
DOID:13918	397923000
DOID:13918	60368009
DOID:13918	9514005
DOID:11269	196343008
DOID:11269	196345001
DOID:11269	87782002
DOID:4131	111797001
DOID:4131	154314007
DOID:4131	186393009
DOID:4131	200726000
DOID:4131	238418005
DOID:4131	266185008
DOID:4136	28351005
DOID:5467	126996004
DOID:5467	363463000
DOID:5467	93764002
DOID:5468	128663007
DOID:4138	118926004
DOID:4138	197455006
DOID:5465	418134006
DOID:11277	190250001
DOID:11277	190254005
DOID:11277	57777000
DOID:5457	707625001
DOID:5453	89420002
DOID:4123	156401005
DOID:4123	17790008
DOID:4123	201127007
DOID:4123	267861009
DOID:11282	1135000
DOID:11285	74225001
DOID:11289	195990006
DOID:11289	48347002
DOID:11246	34417008
DOID:12577	95588004
DOID:11247	267563002
DOID:11247	67406007
DOID:11249	124892003
DOID:11249	52675005
DOID:5482	2962009
DOID:5482	58161009
DOID:4152	128784007
DOID:4159	188143008
DOID:4159	190107001
DOID:4159	363511009
DOID:4159	372130007
DOID:4159	94047004
DOID:4154	196286005
DOID:4154	367461002
DOID:4154	45742009
DOID:5485	302851001
DOID:5485	63211008
DOID:4156	186846005
DOID:4156	57334003
DOID:5487	37206003
DOID:4157	154382002
DOID:4157	186865002
DOID:4157	240557004
DOID:12580	70173007
DOID:12581	156680002
DOID:12581	202930004
DOID:12581	270542002
DOID:12581	424548006
DOID:12581	425940002
DOID:12581	63517006
DOID:12581	74859007
DOID:12581	77299006
DOID:11252	154787005
DOID:11252	234349007
DOID:11252	267553005
DOID:12583	205642004
DOID:12583	83092002
DOID:11254	47761007
DOID:11256	154375001
DOID:11256	187383009
DOID:11256	25668000
DOID:11256	266205000
DOID:11256	39111003
DOID:11256	414263007
DOID:11256	83838002
DOID:11257	191720001
DOID:11257	192395002
DOID:11257	25501002
DOID:11258	123319006
DOID:11258	154370006
DOID:11258	266202002
DOID:11258	79974007
DOID:4140	197432008
DOID:4140	43469007
DOID:5479	2962009
DOID:4143	127003006
DOID:4143	188270008
DOID:4143	363462005
DOID:4143	93932000
DOID:5477	2962009
DOID:5477	58161009
DOID:11260	14168008
DOID:11260	186644005
DOID:11260	187393002
DOID:11260	275370001
DOID:11262	154367007
DOID:11262	154369005
DOID:11262	186653003
DOID:11262	186657002
DOID:11262	266200005
DOID:11262	75116005
DOID:12594	204947004
DOID:12594	41962002
DOID:11265	154367007
DOID:11265	186671005
DOID:11265	186672003
DOID:11265	187379009
DOID:11265	2576002
DOID:11265	266200005
DOID:11265	29976007
DOID:11265	52812002
DOID:11266	102455002
DOID:11266	186701001
DOID:11266	364756009
DOID:11266	70826003
DOID:11267	193827004
DOID:11267	85149007
DOID:12556	197649009
DOID:12556	23697004
DOID:12556	35455006
DOID:12557	60318001
DOID:11227	186677009
DOID:11227	31502007
DOID:11227	398264003
DOID:11227	398273006
DOID:12558	194034008
DOID:12558	194126004
DOID:12558	46252003
DOID:12559	3345002
DOID:6755	37279009
DOID:5425	129635004
DOID:5426	190545008
DOID:5426	237788002
DOID:5426	39381003
DOID:5426	65846009
DOID:11230	194004003
DOID:11230	194006001
DOID:11230	20551005
DOID:13891	195987000
DOID:13891	69339004
DOID:11231	65974003
DOID:11232	65875003
DOID:6758	188363005
DOID:6758	712750007
DOID:6758	93754006
DOID:11233	8976003
DOID:11234	194005002
DOID:11235	194330006
DOID:11235	194331005
DOID:11235	7699004
DOID:12566	198230004
DOID:12566	86533009
DOID:11239	363411007
DOID:11239	93679002
DOID:5410	707594002
DOID:5411	189555001
DOID:5411	74364000
DOID:5411	76817009
DOID:12570	32893002
DOID:11240	126846004
DOID:12571	84333006
DOID:11242	206518001
DOID:11242	32984002
DOID:11242	9170001
DOID:12573	13795004
DOID:11243	47100003
DOID:12574	193451001
DOID:12574	43363007
DOID:12574	46627006
DOID:11244	111468003
DOID:11244	234350007
DOID:11244	276577009
DOID:11244	33130007
DOID:5418	191567000
DOID:5418	191568005
DOID:5418	191575006
DOID:5418	192345003
DOID:5418	231490005
DOID:5418	68890003
DOID:11245	206520003
DOID:11245	55444004
DOID:11202	190452007
DOID:11202	237653008
DOID:11202	36348003
DOID:11202	54920000
DOID:13865	4151000119102
DOID:11203	193863004
DOID:11203	67678004
DOID:13864	14904006
DOID:13864	20610004
DOID:13864	230532006
DOID:13864	246781001
DOID:13864	67883005
DOID:13864	6845000
DOID:11204	155168003
DOID:11204	193868008
DOID:11204	20212001
DOID:11204	231854006
DOID:11204	473460002
DOID:13867	194364005
DOID:13867	61794006
DOID:13866	193100000
DOID:13866	193103003
DOID:13866	78152008
DOID:11206	5602001
DOID:12537	202809009
DOID:12537	22903002
DOID:12537	247367007
DOID:13868	112096004
DOID:13868	192464008
DOID:13868	270903007
DOID:13868	78889008
DOID:5445	239121009
DOID:5445	8934006
DOID:5446	10060008
DOID:5446	134345002
DOID:5446	189674003
DOID:5446	253021007
DOID:5442	253020008
DOID:5442	254719003
DOID:5442	400099008
DOID:5442	81143000
DOID:5442	81393009
DOID:5443	254719003
DOID:5443	400099008
DOID:5443	81143000
DOID:5444	403938001
DOID:5444	4977000
DOID:11211	13832009
DOID:11211	204116009
DOID:11211	268157004
DOID:11212	13832009
DOID:11212	156898000
DOID:11212	204111004
DOID:11212	204112006
DOID:11212	204113001
DOID:11212	204114007
DOID:11212	204115008
DOID:11212	204121007
DOID:11212	392368005
DOID:11212	392371002
DOID:11212	413728006
DOID:11213	155162002
DOID:11213	17482009
DOID:11213	240066005
DOID:11213	267734002
DOID:11213	399047004
DOID:11213	399219006
DOID:12546	194323000
DOID:12546	72052003
DOID:11217	89723004
DOID:12549	154347003
DOID:12549	40468003
DOID:11219	41308008
DOID:5434	35103004
DOID:5435	52869003
DOID:12550	155820006
DOID:12550	197332007
DOID:12550	72836002
DOID:5439	134157002
DOID:5439	307597000
DOID:5439	89791006
DOID:11223	435061000124102
DOID:12554	111407006
DOID:12554	123308008
DOID:13884	155373001
DOID:13884	266307005
DOID:13884	36083008
DOID:857	62151000119109
DOID:856	124513002
DOID:856	8808004
DOID:854	156458006
DOID:854	201434000
DOID:854	201454004
DOID:854	268048008
DOID:854	81573002
DOID:853	156656001
DOID:853	202834009
DOID:853	267988003
DOID:853	65323003
DOID:851	155982004
DOID:851	27978000
DOID:851	57044006
DOID:859	15307001
DOID:859	237956003
DOID:859	360367001
DOID:859	360369003
DOID:6713	155388006
DOID:6713	155405006
DOID:6713	155412002
DOID:6713	195208004
DOID:6713	195249004
DOID:6713	195595007
DOID:6713	230690007
DOID:6713	266312006
DOID:6713	266315008
DOID:6713	270883006
DOID:6713	313267000
DOID:6713	62914000
DOID:6713	82797006
DOID:6712	2972007
DOID:869	155244001
DOID:869	194338004
DOID:869	267766007
DOID:869	363668000
DOID:869	575006
DOID:866	195435006
DOID:865	195375002
DOID:865	266325003
DOID:865	31996006
DOID:865	393589007
DOID:864	195432009
DOID:864	61599003
DOID:863	118940003
DOID:863	154981003
DOID:863	155262005
DOID:863	192641002
DOID:863	267679005
DOID:863	286946008
DOID:862	192968004
DOID:862	54099005
DOID:6700	254555008
DOID:6707	189951004
DOID:6707	354002
DOID:6707	404040002
DOID:870	193167000
DOID:870	264554005
DOID:870	277317008
DOID:870	277878001
DOID:870	386033004
DOID:870	42658009
DOID:6705	254557000
DOID:833	363228008
DOID:5401	26638004
DOID:5403	189580001
DOID:5403	79494009
DOID:5409	254632001
DOID:5409	254633006
DOID:5408	156811005
DOID:5408	156812003
DOID:5408	203353000
DOID:5408	203354006
DOID:5408	2089002
DOID:845	14697007
DOID:845	191751008
DOID:845	191752001
DOID:845	191754000
DOID:845	191755004
DOID:845	192383002
DOID:845	268756002
DOID:845	286737005
DOID:845	386798001
DOID:845	76105009
DOID:841	155581001
DOID:841	195993008
DOID:841	195994002
DOID:841	266399001
DOID:841	37471005
DOID:840	13394002
DOID:848	202059001
DOID:848	363178003
DOID:848	372091005
DOID:848	3723001
DOID:6723	128710005
DOID:850	196164004
DOID:850	19829001
DOID:850	266374002
DOID:6726	253063006
DOID:6726	71314006
DOID:6725	156640006
DOID:6725	156646000
DOID:6725	18347007
DOID:6725	202780000
DOID:6725	202781001
DOID:6725	202791007
DOID:6725	268082002
DOID:6725	76107001
DOID:6725	83561009
DOID:899	30533003
DOID:899	397868007
DOID:899	398197009
DOID:899	440471007
DOID:898	156973002
DOID:898	204954005
DOID:898	204955006
DOID:898	204956007
DOID:898	268233005
DOID:898	268332003
DOID:898	82525005
DOID:876	186430009
DOID:876	65110003
DOID:874	155553007
DOID:874	195891009
DOID:874	195892002
DOID:874	53084003
DOID:883	154410004
DOID:883	187189004
DOID:883	187518006
DOID:883	187542005
DOID:883	266219000
DOID:883	27601005
DOID:11294	11071001
DOID:11294	14156004
DOID:11294	204480002
DOID:11294	233982006
DOID:11294	403966009
DOID:882	187126008
DOID:882	22905009
DOID:11295	193363005
DOID:11295	34037000
DOID:888	54266002
DOID:885	111922007
DOID:885	187125007
DOID:884	37832003
DOID:893	154751003
DOID:893	190823004
DOID:893	191710006
DOID:893	192640001
DOID:893	267504005
DOID:893	88518009
DOID:891	192844008
DOID:891	267581004
DOID:891	89480000
DOID:890	447292006
DOID:9024	190172008
DOID:9021	89057003
DOID:9011	189261004
DOID:9011	92634009
DOID:9043	50923006
DOID:9042	11314008
DOID:9042	266659005
DOID:9036	363379000
DOID:9036	93949007
DOID:813	156470005
DOID:813	196415003
DOID:813	201455003
DOID:813	201471003
DOID:813	201591007
DOID:813	201592000
DOID:813	201593005
DOID:813	201594004
DOID:813	201595003
DOID:813	201596002
DOID:813	201597006
DOID:813	201598001
DOID:813	201599009
DOID:813	201623005
DOID:813	239776008
DOID:813	371412008
DOID:813	372938004
DOID:813	372939007
DOID:813	396234004
DOID:813	428437005
DOID:813	48548006
DOID:813	55388007
DOID:813	83486002
DOID:811	190789006
DOID:811	190790002
DOID:811	71325002
DOID:819	47597000
DOID:817	37925008
DOID:1984	126847008
DOID:824	155648008
DOID:824	266491004
DOID:824	41565005
DOID:823	39273001
DOID:820	155380004
DOID:820	195119007
DOID:820	251060004
DOID:820	50920009
DOID:827	81359005
DOID:1975	447137005
DOID:1974	189804002
DOID:1974	31470003
DOID:1979	15847003
DOID:1979	193433002
DOID:1979	193439003
DOID:1979	359668007
DOID:1979	458003
DOID:9007	158718001
DOID:9007	207534005
DOID:9007	207535006
DOID:9007	207536007
DOID:9007	207538008
DOID:9007	207671002
DOID:9007	51178009
DOID:9008	156370009
DOID:9008	200959009
DOID:9008	33339001
DOID:801	156581006
DOID:801	156591000
DOID:801	202394001
DOID:801	202422006
DOID:801	81808003
DOID:809	78267003
DOID:1993	154466004
DOID:1993	187761007
DOID:1993	254582000
DOID:1993	269545009
DOID:1993	363351006
DOID:1993	93984006
DOID:1992	276822007
DOID:1998	204319006
DOID:1998	38842003
DOID:1996	254582000
DOID:1999	16397004
DOID:1999	194269002
DOID:12514	155104004
DOID:12514	193317004
DOID:12514	193343003
DOID:12514	232003005
DOID:12514	302888003
DOID:12514	40024006
DOID:12514	95690009
DOID:1943	201147004
DOID:1943	39479004
DOID:1942	194105004
DOID:1942	246734002
DOID:1942	74025007
DOID:1947	105648001
DOID:1947	187206001
DOID:1947	187364002
DOID:1947	56335008
DOID:12522	67242002
DOID:1929	204436002
DOID:1929	268185002
DOID:1928	63247009
DOID:12524	193148004
DOID:12524	193151006
DOID:12524	60525009
DOID:1927	238028008
DOID:1927	58459009
DOID:1926	180485001
DOID:1926	190794006
DOID:1926	2859005
DOID:1926	62201009
DOID:12526	155077008
DOID:12526	47374004
DOID:12527	16006009
DOID:12527	399107008
DOID:12527	55740007
DOID:12528	193144002
DOID:12528	367137004
DOID:12528	52585001
DOID:12529	359842002
DOID:12529	365258000
DOID:1932	76880004
DOID:1931	190463005
DOID:1931	399100005
DOID:1931	88108008
DOID:1930	232059000
DOID:1930	232060005
DOID:1930	5619004
DOID:13861	42574005
DOID:1936	155382007
DOID:1936	155414001
DOID:1936	194848007
DOID:1936	195251000
DOID:1936	266318005
DOID:1936	38716007
DOID:1935	5619004
DOID:12531	11093006
DOID:12531	128105004
DOID:12531	154819009
DOID:1934	109420003
DOID:11201	190462000
DOID:11201	267478007
DOID:11201	73132005
DOID:13862	30041005
DOID:1933	157032007
DOID:1933	45582004
DOID:13823	193922006
DOID:13822	193607003
DOID:13822	68216000
DOID:13825	58912008
DOID:1964	126916003
DOID:1964	363444001
DOID:1964	93794008
DOID:1963	154529008
DOID:1963	269602009
DOID:1963	276870001
DOID:1963	93794008
DOID:1962	128134005
DOID:1969	1178005
DOID:1969	128188000
DOID:1969	155024003
DOID:1969	267696006
DOID:1969	270488006
DOID:1967	189790006
DOID:1967	443719001
DOID:1967	51549004
DOID:13832	156928009
DOID:13832	83330001
DOID:1949	197414008
DOID:1949	76581006
DOID:12506	155070005
DOID:12506	193093009
DOID:12506	267703001
DOID:12506	79359001
DOID:13839	192866001
DOID:13839	194467002
DOID:12510	193427006
DOID:12510	26468004
DOID:13801	70385007
DOID:13800	111840005
DOID:13800	154370006
DOID:13800	186674002
DOID:13800	186733005
